Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Total_Quantity,Avg_Quantity_Per_Order,Avg_Order_Value,Order_Value_Std,Unique_Products,Tenure_Days,Purchase_Frequency_Rate,Monetary_per_Frequency,Quantity_per_Product
14159.0,15,9,2852.5,5,5,5,1935,2.901049475262369,4.2766116941529235,4.0020231637318435,366,357,0.025210084033613446,316.94444444444446,5.286885245901639
14160.0,246,5,735.67,1,4,4,613,15.717948717948717,18.863333333333333,7.436496180231419,37,88,0.056818181818181816,147.134,16.56756756756757
14161.0,5,5,2052.76,5,4,5,1064,5.346733668341709,10.315376884422111,8.218502821065833,151,357,0.014005602240896359,410.552,7.046357615894039
14163.0,98,1,16.349999999999998,2,1,1,13,3.25,4.0874999999999995,2.8960821236053835,4,0,1.0,16.349999999999998,3.25
14166.0,141,2,256.85,2,2,2,84,1.5849056603773586,4.84622641509434,3.5962700904040816,39,121,0.01652892561983471,128.425,2.1538461538461537
14167.0,100,4,721.65,2,4,4,200,2.898550724637681,10.458695652173912,8.482026657281487,32,217,0.018433179723502304,180.4125,6.25
14168.0,56,2,268.45,3,2,2,123,8.785714285714286,19.175,9.328755172954377,10,143,0.013986013986013986,134.225,12.3
14169.0,66,2,624.4300000000001,3,2,3,208,3.1044776119402986,9.319850746268658,8.675448899840829,50,13,0.15384615384615385,312.21500000000003,4.16
14170.0,11,3,597.33,5,3,3,290,1.7575757575757576,3.6201818181818184,4.1607684961958284,123,19,0.15789473684210525,199.11,2.3577235772357725
14171.0,366,1,33.3,1,1,1,14,2.8,6.659999999999999,5.0045479316317865,5,0,1.0,33.3,2.8
14172.0,241,3,402.72,1,3,3,88,1.6296296296296295,7.457777777777778,6.653236031100549,38,37,0.08108108108108109,134.24,2.3157894736842106
14173.0,277,2,53.56,1,2,1,12,4.0,17.853333333333335,4.9767593204145735,3,89,0.02247191011235955,26.78,4.0
14175.0,54,5,3413.58,3,4,5,1388,8.412121212121212,20.688363636363636,8.078081703802194,118,209,0.023923444976076555,682.716,11.76271186440678
14176.0,3,2,257.75,5,2,2,93,6.642857142857143,18.410714285714285,4.290426667478537,13,13,0.15384615384615385,128.875,7.153846153846154
14177.0,17,8,1268.33,4,5,4,639,3.968944099378882,7.877826086956521,7.458018059080124,113,270,0.02962962962962963,158.54125,5.654867256637168
14180.0,8,9,1081.63,5,5,4,141,2.5636363636363635,19.666,8.25773635021303,40,175,0.05142857142857143,120.18111111111112,3.525
14181.0,46,2,310.55,3,2,2,122,2.259259259259259,5.750925925925926,6.130664425353609,48,151,0.013245033112582781,155.275,2.5416666666666665
14182.0,79,4,576.77,2,4,3,162,3.306122448979592,11.770816326530612,5.881475451482781,41,152,0.02631578947368421,144.1925,3.951219512195122
14183.0,47,2,286.29,3,2,2,61,1.7428571428571429,8.179714285714287,4.848578012107858,27,69,0.028985507246376812,143.145,2.259259259259259
14186.0,63,5,1550.63,3,4,5,1550,14.903846153846153,14.909903846153847,6.526665318892906,75,217,0.02304147465437788,310.12600000000003,20.666666666666668
14187.0,109,1,123.5,2,1,1,50,6.25,15.4375,2.9891171654138,8,0,1.0,123.5,6.25
14189.0,4,2,797.47,5,2,4,513,11.152173913043478,17.336304347826086,6.6029698229729785,43,20,0.1,398.735,11.930232558139535
14191.0,30,2,132.9,4,2,1,62,10.333333333333334,22.150000000000002,8.379439122041523,6,334,0.005988023952095809,66.45,10.333333333333334
14192.0,24,1,247.84,4,1,2,200,15.384615384615385,19.064615384615387,5.795453124914127,13,0,1.0,247.84,15.384615384615385
14193.0,32,1,356.8,4,1,2,208,9.454545454545455,16.21818181818182,3.096755039536026,22,0,1.0,356.8,9.454545454545455
14194.0,28,15,6142.25,4,5,5,3783,10.71671388101983,17.40014164305949,6.0337863821053705,235,310,0.04838709677419355,409.48333333333335,16.097872340425532
14197.0,46,1,390.05,3,1,3,143,7.15,19.5025,4.882742838976772,20,0,1.0,390.05,7.15
14198.0,36,5,868.33,4,4,4,333,6.403846153846154,16.698653846153846,6.194534918637573,33,303,0.0165016501650165,173.666,10.090909090909092
14199.0,59,2,130.05,3,2,1,75,10.714285714285714,18.57857142857143,9.993658703683764,7,106,0.018867924528301886,65.025,10.714285714285714
14200.0,253,1,379.2,1,1,2,140,6.666666666666667,18.057142857142857,3.5606279542478774,21,0,1.0,379.2,6.666666666666667
14201.0,45,2,344.1,3,2,2,192,11.294117647058824,20.241176470588236,7.075778121833086,17,179,0.0111731843575419,172.05,11.294117647058824
14202.0,17,3,483.46,4,3,3,132,5.5,20.144166666666667,7.725851531323778,22,243,0.012345679012345678,161.15333333333334,6.0
14203.0,33,1,206.74,4,1,2,60,4.285714285714286,14.767142857142858,10.481168041610799,14,0,1.0,206.74,4.285714285714286
14204.0,58,3,799.9300000000001,3,3,4,402,2.1497326203208558,4.277700534759359,4.098574700613018,157,315,0.009523809523809525,266.6433333333334,2.5605095541401273
14205.0,30,7,1682.6000000000001,4,5,5,1116,11.505154639175258,17.346391752577322,6.0671485933067935,64,248,0.028225806451612902,240.3714285714286,17.4375
14206.0,24,2,805.85,4,2,4,650,13.0,16.117,7.285995862906161,42,14,0.14285714285714285,402.925,15.476190476190476
14208.0,187,1,415.31,1,1,3,415,16.6,16.6124,4.290229481041777,25,0,1.0,415.31,16.6
14209.0,21,9,2660.2400000000002,4,5,5,1016,7.257142857142857,19.001714285714286,7.548260359192321,95,301,0.029900332225913623,295.58222222222224,10.694736842105263
14210.0,7,11,3770.13,5,5,5,1795,8.04932735426009,16.906412556053812,5.6741749926353915,127,331,0.03323262839879154,342.7390909090909,14.133858267716535
14211.0,47,9,2032.39,3,5,5,1285,10.198412698412698,16.130079365079364,7.384806510237814,95,319,0.02821316614420063,225.82111111111112,13.526315789473685
14215.0,4,4,1436.06,5,4,4,918,11.333333333333334,17.729135802469134,6.998256246653674,78,363,0.011019283746556474,359.015,11.76923076923077
14216.0,50,1,310.74,3,1,2,118,6.555555555555555,17.263333333333335,5.780206591056596,18,0,1.0,310.74,6.555555555555555
14217.0,2,7,1191.41,5,5,4,537,6.7974683544303796,15.08113924050633,4.776294558664985,67,161,0.043478260869565216,170.20142857142858,8.014925373134329
14219.0,45,2,543.89,3,2,3,285,7.916666666666667,15.108055555555556,6.0040314168039,32,83,0.024096385542168676,271.945,8.90625
14220.0,203,2,241.60000000000002,1,2,2,96,8.727272727272727,21.963636363636365,6.638263737947255,9,2,1.0,120.80000000000001,10.666666666666666
14221.0,85,8,2710.59,2,5,5,1539,10.328859060402685,18.191879194630875,6.463692398137451,65,163,0.049079754601226995,338.82375,23.676923076923078
14224.0,26,5,655.58,4,4,3,316,2.6779661016949152,5.555762711864407,4.766093457874698,99,154,0.032467532467532464,131.116,3.191919191919192
14225.0,70,4,1440.18,3,4,4,804,10.441558441558442,18.703636363636363,8.516125711213203,61,261,0.01532567049808429,360.045,13.180327868852459
14226.0,77,1,573.0,2,1,3,328,11.714285714285714,20.464285714285715,7.865122931662209,28,0,1.0,573.0,11.714285714285714
14227.0,50,5,2958.35,3,4,5,2216,11.024875621890548,14.718159203980099,4.904987471393516,164,255,0.0196078431372549,591.67,13.512195121951219
14228.0,73,3,664.5,2,3,3,248,6.702702702702703,17.95945945945946,7.336296350621623,37,108,0.027777777777777776,221.5,6.702702702702703
14229.0,39,4,574.04,3,4,3,240,9.23076923076923,22.078461538461536,7.60056560648361,19,68,0.058823529411764705,143.51,12.631578947368421
14230.0,71,3,584.46,3,3,3,206,7.923076923076923,22.47923076923077,9.228727722964601,23,112,0.026785714285714284,194.82000000000002,8.956521739130435
14231.0,86,1,309.91,2,1,2,201,10.578947368421053,16.31105263157895,3.7708014101585627,19,0,1.0,309.91,10.578947368421053
14233.0,101,2,644.75,2,2,3,317,10.566666666666666,21.491666666666667,9.025214519690754,24,125,0.016,322.375,13.208333333333334
14235.0,134,4,1019.23,2,4,4,757,12.830508474576272,17.27508474576271,6.3772638638561965,53,121,0.03305785123966942,254.8075,14.283018867924529
14236.0,8,3,445.18,5,3,3,330,12.222222222222221,16.48814814814815,8.651865977942846,26,133,0.022556390977443608,148.39333333333335,12.692307692307692
14237.0,9,2,420.14,5,2,3,232,9.28,16.8056,6.1259958918258075,25,217,0.009216589861751152,210.07,9.28
14238.0,298,2,43.6,1,2,1,8,4.0,21.8,2.8284271247461903,2,72,0.027777777777777776,21.8,4.0
14239.0,67,10,1793.8200000000002,3,5,5,706,7.278350515463917,18.49298969072165,7.231243865590665,41,303,0.033003300330033,179.382,17.21951219512195
14240.0,59,1,357.15,3,1,2,237,12.473684210526315,18.79736842105263,8.70313598787195,19,0,1.0,357.15,12.473684210526315
14243.0,1,8,3678.48,5,5,5,2126,10.028301886792454,17.35132075471698,6.76809459216382,166,110,0.07272727272727272,459.81,12.80722891566265
14244.0,296,1,245.45999999999998,1,1,2,238,17.0,17.532857142857143,8.707767026821893,14,0,1.0,245.45999999999998,17.0
14247.0,40,4,635.89,3,4,3,335,3.4536082474226806,6.555567010309278,4.577565985568496,72,146,0.0273972602739726,158.9725,4.652777777777778
14248.0,95,2,543.77,2,2,3,546,15.166666666666666,15.104722222222222,4.493366848469045,30,55,0.03636363636363636,271.885,18.2
14249.0,46,12,4551.361,3,5,5,2127,7.706521739130435,16.4904384057971,10.07764066327087,173,268,0.04477611940298507,379.2800833333333,12.294797687861271
14252.0,17,1,130.99,4,1,1,109,12.11111111111111,14.554444444444446,3.6343263169090605,9,0,1.0,130.99,12.11111111111111
14253.0,129,2,149.2,2,2,1,52,5.777777777777778,16.577777777777776,2.7297105056112527,8,129,0.015503875968992248,74.6,6.5
14254.0,68,1,305.83,3,1,2,191,10.052631578947368,16.09631578947368,5.641412560034465,19,0,1.0,305.83,10.052631578947368
14256.0,127,3,1428.43,2,3,4,751,9.3875,17.855375000000002,6.240754770919901,70,202,0.01485148514851485,476.1433333333334,10.728571428571428
14257.0,16,4,2095.13,4,4,5,1394,11.152,16.76104,8.383307129397469,95,268,0.014925373134328358,523.7825,14.673684210526316
14258.0,135,9,565.9,2,5,3,454,22.7,28.294999999999998,8.753734541385901,15,236,0.038135593220338986,62.87777777777777,30.266666666666666
14260.0,107,3,824.28,2,3,4,544,10.666666666666666,16.16235294117647,4.500771306447505,50,77,0.03896103896103896,274.76,10.88
14263.0,59,1,322.93,3,1,2,171,10.6875,20.183125,6.93880077895309,16,0,1.0,322.93,10.6875
14264.0,15,4,1183.39,5,4,4,483,7.790322580645161,19.08693548387097,6.7252968948321,49,232,0.017241379310344827,295.8475,9.857142857142858
14265.0,100,2,843.17,2,2,4,385,8.020833333333334,17.566041666666667,6.771879508920203,47,147,0.013605442176870748,421.585,8.191489361702128
14266.0,64,1,40.56,3,1,1,24,24.0,40.56,0.0,1,0,1.0,40.56,24.0
14268.0,106,1,354.85,2,1,2,147,7.7368421052631575,18.676315789473687,5.105535351759909,19,0,1.0,354.85,7.7368421052631575
14269.0,75,1,295.73,2,1,2,123,7.6875,18.483125,6.599264321371992,16,0,1.0,295.73,7.6875
14271.0,45,1,106.81,3,1,1,61,2.103448275862069,3.6831034482758622,2.4426012238833126,28,0,1.0,106.81,2.1785714285714284
14272.0,198,2,482.85,1,2,3,498,16.06451612903226,15.575806451612904,5.543898612705411,31,19,0.10526315789473684,241.425,16.06451612903226
14274.0,322,1,256.6,1,1,2,178,11.866666666666667,17.10666666666667,7.375293375924267,15,0,1.0,256.6,11.866666666666667
14275.0,31,5,154.34,4,4,1,162,13.5,12.861666666666666,9.989264085491833,8,211,0.023696682464454975,30.868000000000002,20.25
14276.0,43,4,982.94,3,4,4,662,11.614035087719298,17.244561403508772,6.84102307255267,38,253,0.015810276679841896,245.735,17.42105263157895
14277.0,47,5,785.54,3,4,4,1484,13.017543859649123,6.890701754385964,6.017965245651809,106,314,0.01592356687898089,157.108,14.0
14278.0,45,1,154.83,3,1,1,127,10.583333333333334,12.902500000000002,3.436764136113029,12,0,1.0,154.83,10.583333333333334
14281.0,44,1,157.55,3,1,1,37,6.166666666666667,26.258333333333336,7.257438712567037,6,0,1.0,157.55,6.166666666666667
14282.0,3,10,1291.32,5,5,4,970,12.763157894736842,16.991052631578945,8.98619987595014,52,221,0.04524886877828054,129.132,18.653846153846153
14283.0,99,4,628.4399999999999,2,4,3,550,13.414634146341463,15.327804878048779,6.321505165779398,36,106,0.03773584905660377,157.10999999999999,15.277777777777779
14284.0,289,1,600.3,1,1,3,327,9.909090909090908,18.190909090909088,6.952568034383214,33,0,1.0,600.3,9.909090909090908
14285.0,149,3,348.21000000000004,2,3,2,169,8.45,17.410500000000003,12.116514817214952,19,145,0.020689655172413793,116.07000000000001,8.894736842105264
14286.0,40,4,3344.55,3,4,5,3887,18.50952380952381,15.926428571428572,7.8052945536370535,160,331,0.012084592145015106,836.1375,24.29375
14290.0,49,3,778.01,3,3,4,283,8.085714285714285,22.22885714285714,8.360242316861315,31,318,0.009433962264150943,259.33666666666664,9.129032258064516
14291.0,16,12,3902.05,4,5,5,3387,13.282352941176471,15.302156862745099,6.50487301095748,156,349,0.034383954154727794,325.17083333333335,21.71153846153846
14292.0,46,6,1120.3799999999999,3,5,4,852,13.107692307692307,17.236615384615384,7.006255302612416,46,220,0.02727272727272727,186.73,18.52173913043478
14293.0,4,6,1110.47,5,5,4,623,11.125,19.829821428571428,8.11620500011527,52,360,0.016666666666666666,185.07833333333335,11.98076923076923
14294.0,43,1,375.34,3,1,2,190,8.26086956521739,16.319130434782608,7.201195552913721,23,0,1.0,375.34,8.26086956521739
14295.0,74,4,1137.8600000000001,2,4,4,718,13.054545454545455,20.68836363636364,8.548999673697235,51,292,0.0136986301369863,284.46500000000003,14.07843137254902
14296.0,57,2,456.40000000000003,3,2,3,314,11.62962962962963,16.903703703703705,4.933284245540028,27,152,0.013157894736842105,228.20000000000002,11.62962962962963
14298.0,11,31,22066.39,5,5,5,27165,27.890143737166323,22.65543121149897,8.722828572376859,625,352,0.08806818181818182,711.8190322580645,43.464
14299.0,1,18,2049.51,5,5,5,1859,15.621848739495798,17.2227731092437,8.172277541224123,71,371,0.04851752021563342,113.86166666666668,26.183098591549296
14301.0,52,3,533.1600000000001,3,3,3,360,12.857142857142858,19.041428571428575,7.462681334373907,26,250,0.012,177.72000000000003,13.846153846153847
14302.0,66,3,447.1,3,3,3,214,8.56,17.884,6.391884828958252,24,306,0.00980392156862745,149.03333333333333,8.916666666666666
14303.0,43,2,277.94,3,2,2,218,9.909090909090908,12.633636363636363,4.192580232306711,21,27,0.07407407407407407,138.97,10.380952380952381
14304.0,15,2,1246.66,5,2,4,614,8.898550724637682,18.06753623188406,6.775098090411487,62,190,0.010526315789473684,623.33,9.903225806451612
14306.0,313,1,166.07999999999998,1,1,1,230,28.75,20.759999999999998,9.186468309421201,8,0,1.0,166.07999999999998,28.75
14307.0,9,5,1993.71,5,4,5,1284,9.953488372093023,15.455116279069768,5.054679007532134,111,358,0.013966480446927373,398.742,11.567567567567568
14309.0,49,2,1165.42,3,2,4,908,13.159420289855072,16.890144927536234,8.688330661558034,67,137,0.014598540145985401,582.71,13.552238805970148
14310.0,68,1,492.1,3,1,3,230,10.454545454545455,22.36818181818182,9.095963854455361,22,0,1.0,492.1,10.454545454545455
14311.0,203,1,146.79,1,1,1,77,7.7,14.678999999999998,6.205272757905167,10,0,1.0,146.79,7.7
14312.0,14,5,1478.7,5,4,4,892,9.591397849462366,15.9,6.442326578118377,88,125,0.04,295.74,10.136363636363637
14314.0,66,1,15.0,3,1,1,12,12.0,15.0,0.0,1,0,1.0,15.0,12.0
14315.0,200,2,430.49,1,2,3,191,7.074074074074074,15.944074074074074,5.287536331396736,25,70,0.02857142857142857,215.245,7.64
14316.0,58,5,479.58,3,4,3,858,39.0,21.799090909090907,9.252948003379611,19,208,0.02403846153846154,95.916,45.1578947368421
14318.0,96,1,158.02,2,1,1,152,16.88888888888889,17.55777777777778,7.549307547347932,9,0,1.0,158.02,16.88888888888889
14319.0,60,1,494.85,3,1,3,329,12.653846153846153,19.032692307692308,9.83527266838792,26,0,1.0,494.85,12.653846153846153
14320.0,182,3,868.96,1,3,4,388,7.76,17.3792,5.609558838923694,46,141,0.02127659574468085,289.65333333333336,8.434782608695652
14321.0,67,2,687.3100000000001,3,2,3,869,15.517857142857142,12.273392857142857,5.4667175714951215,56,41,0.04878048780487805,343.65500000000003,15.517857142857142
14322.0,65,4,239.5,3,4,2,98,9.8,23.95,9.475729230219933,8,230,0.017391304347826087,59.875,12.25
14324.0,45,2,656.61,3,2,3,390,9.75,16.41525,6.260962892890666,40,283,0.007067137809187279,328.305,9.75
14325.0,205,1,245.48000000000002,1,1,2,320,17.77777777777778,13.637777777777778,5.2612004395726535,18,0,1.0,245.48000000000002,17.77777777777778
14326.0,99,2,757.13,2,2,4,469,9.571428571428571,15.451632653061225,4.797868600977408,48,69,0.028985507246376812,378.565,9.770833333333334
14327.0,18,5,1530.18,4,4,5,1139,12.24731182795699,16.453548387096774,6.053743118959595,89,318,0.015723270440251572,306.036,12.797752808988765
14329.0,11,8,4756.08,5,5,5,2816,9.643835616438356,16.287945205479453,6.405371233818953,206,348,0.022988505747126436,594.51,13.669902912621358
14330.0,259,1,200.63,1,1,2,103,7.923076923076923,15.433076923076923,3.23412374689906,13,0,1.0,200.63,7.923076923076923
14332.0,17,2,744.2,4,2,4,280,9.333333333333334,24.80666666666667,10.174221425209664,24,35,0.05714285714285714,372.1,11.666666666666666
14334.0,61,4,1597.17,3,4,5,1157,12.440860215053764,17.173870967741937,5.801556019210648,77,143,0.027972027972027972,399.2925,15.025974025974026
14338.0,172,1,279.88,2,1,2,239,13.277777777777779,15.54888888888889,3.8600394525397537,18,0,1.0,279.88,13.277777777777779
14339.0,64,1,155.95,3,1,1,120,20.0,25.991666666666664,12.633701621720636,6,0,1.0,155.95,20.0
14341.0,56,10,2140.14,3,5,5,1362,10.164179104477611,15.971194029850745,4.87984685522921,99,318,0.031446540880503145,214.01399999999998,13.757575757575758
14342.0,68,2,182.28,3,2,1,134,12.181818181818182,16.57090909090909,9.434844412649797,11,39,0.05128205128205128,91.14,12.181818181818182
14343.0,57,4,1088.91,3,4,4,631,2.6512605042016806,4.575252100840337,3.0365816994096595,193,268,0.014925373134328358,272.2275,3.2694300518134716
14344.0,3,14,2257.17,5,5,5,1108,6.556213017751479,13.35603550295858,9.574337053944861,102,258,0.05426356589147287,161.22642857142858,10.862745098039216
14346.0,61,3,1294.17,3,3,4,1273,14.80232558139535,15.048488372093024,5.7890248122057475,78,72,0.041666666666666664,431.39000000000004,16.32051282051282
14347.0,372,1,82.6,1,1,1,48,8.0,13.766666666666666,3.587571137506081,6,0,1.0,82.6,8.0
14350.0,16,2,689.1,4,3,3,360,8.78048780487805,16.807317073170733,6.13854544024488,38,49,0.04081632653061224,344.55,9.473684210526315
14353.0,46,2,285.9,3,3,2,280,14.736842105263158,15.04736842105263,7.106870574080068,14,21,0.09523809523809523,142.95,20.0
14355.0,1,3,840.0500000000001,5,3,4,617,10.283333333333333,14.000833333333334,4.93240350929758,57,261,0.011494252873563218,280.0166666666667,10.824561403508772
14358.0,25,2,354.15999999999997,4,3,2,320,13.333333333333334,14.756666666666666,5.697217220535918,21,38,0.05263157894736842,177.07999999999998,15.238095238095237
14361.0,214,1,214.70999999999998,1,1,2,251,17.928571428571427,15.33642857142857,5.450551993419294,14,0,1.0,214.70999999999998,17.928571428571427
14363.0,38,2,64.47,3,3,1,53,10.6,12.894,3.5862487364933293,5,49,0.04081632653061224,32.235,10.6
14365.0,30,2,634.68,4,3,3,557,10.92156862745098,12.44470588235294,5.2376774826028285,50,287,0.006968641114982578,317.34,11.14
14369.0,278,2,416.03000000000003,1,3,3,237,9.48,16.6412,7.233828700395571,23,19,0.10526315789473684,208.01500000000001,10.304347826086957
14370.0,124,5,813.98,2,4,4,206,5.024390243902439,19.85317073170732,7.272106792059779,36,188,0.026595744680851064,162.796,5.722222222222222
14372.0,79,2,714.28,2,3,3,366,10.166666666666666,19.84111111111111,8.450532621515734,35,156,0.01282051282051282,357.14,10.457142857142857
14374.0,177,1,108.0,1,1,1,20,2.857142857142857,15.428571428571429,2.2974364595597168,7,0,1.0,108.0,2.857142857142857
14375.0,86,2,875.31,2,3,4,465,3.297872340425532,6.207872340425531,6.734487657732995,128,91,0.02197802197802198,437.655,3.6328125
14376.0,319,1,173.81,1,1,1,43,2.5294117647058822,10.224117647058824,12.470154900212513,16,0,1.0,173.81,2.6875
14378.0,257,1,131.25,1,1,1,57,6.333333333333333,14.583333333333334,3.4392041230494,9,0,1.0,131.25,6.333333333333333
14379.0,29,2,712.91,4,3,3,403,5.0375,8.911375,6.270776655055969,65,87,0.022988505747126436,356.455,6.2
14381.0,87,1,428.65999999999997,2,1,3,307,5.293103448275862,7.390689655172413,6.605296084062904,56,0,1.0,428.65999999999997,5.482142857142857
14382.0,26,1,620.73,4,1,3,464,2.7134502923976607,3.63,3.8082714930406265,137,0,1.0,620.73,3.386861313868613
14384.0,136,1,58.5,2,1,1,30,10.0,19.5,0.0,3,0,1.0,58.5,10.0
14388.0,8,9,3488.16,5,5,5,2419,10.609649122807017,15.298947368421052,3.9883113069215357,109,315,0.02857142857142857,387.5733333333333,22.192660550458715
14389.0,60,3,710.55,3,3,3,459,11.475,17.763749999999998,5.502190560271289,28,165,0.01818181818181818,236.85,16.392857142857142
14390.0,8,5,1483.6100000000001,5,4,4,698,3.49,7.418050000000001,6.783017049882372,110,52,0.09615384615384616,296.72200000000004,6.345454545454546
14391.0,212,1,135.6,1,1,1,168,12.0,9.685714285714285,1.0219567527031677,14,0,1.0,135.6,12.0
14392.0,68,1,206.7,3,1,2,108,8.307692307692308,15.899999999999999,5.252142420003478,13,0,1.0,206.7,8.307692307692308
14394.0,200,1,93.8,1,1,1,58,9.666666666666666,15.633333333333333,0.9831920802501755,6,0,1.0,93.8,9.666666666666666
14395.0,8,12,4610.6,5,5,5,2358,5.070967741935484,9.915268817204302,7.308555831594219,227,228,0.05263157894736842,384.2166666666667,10.387665198237885
14396.0,7,6,1633.94,5,5,5,797,3.6559633027522938,7.4951376146788995,6.675415051516062,167,366,0.01639344262295082,272.3233333333333,4.772455089820359
14398.0,37,2,660.09,3,3,3,261,5.019230769230769,12.694038461538462,7.490216693536896,49,126,0.015873015873015872,330.045,5.326530612244898
14399.0,30,8,1541.96,4,5,5,744,4.0,8.290107526881721,6.457201886621766,117,280,0.02857142857142857,192.745,6.358974358974359
14400.0,44,2,695.53,3,3,3,628,14.952380952380953,16.560238095238095,7.896222464585245,41,223,0.008968609865470852,347.765,15.317073170731707
14401.0,60,9,1088.62,3,5,4,1258,22.07017543859649,19.09859649122807,8.977193213637962,50,301,0.029900332225913623,120.95777777777776,25.16
14402.0,288,1,105.6,1,1,1,96,13.714285714285714,15.085714285714285,2.9481228894719727,7,0,1.0,105.6,13.714285714285714
14404.0,5,7,925.14,5,5,4,590,5.9,9.2514,9.874365241841772,84,350,0.02,132.16285714285715,7.023809523809524
14408.0,368,1,131.4,1,1,1,60,12.0,26.28,2.4149534156997707,5,0,1.0,131.4,12.0
14409.0,16,3,938.8399999999999,4,3,4,799,19.023809523809526,22.35333333333333,10.444025171772514,37,186,0.016129032258064516,312.94666666666666,21.594594594594593
14410.0,12,2,1377.17,5,3,4,728,3.6954314720812182,6.990710659898477,5.98869287487083,176,60,0.03333333333333333,688.585,4.136363636363637
14412.0,60,1,610.26,3,1,3,624,15.6,15.256499999999999,8.91718811319767,40,0,1.0,610.26,15.6
14413.0,46,2,304.87,3,3,2,211,2.8133333333333335,4.064933333333333,4.5847371268724375,73,279,0.007168458781362007,152.435,2.8904109589041096
14414.0,10,1,358.55,5,1,2,177,14.75,29.879166666666666,6.901826449088194,12,0,1.0,358.55,14.75
14415.0,15,10,6191.32,5,5,5,3293,4.907600596125186,9.227004470938896,6.102889953909723,299,343,0.029154518950437316,619.132,11.013377926421406
14417.0,23,1,604.2,4,1,3,567,4.138686131386861,4.41021897810219,4.875508490396801,106,0,1.0,604.2,5.349056603773585
14419.0,18,1,202.85,4,1,2,69,3.0,8.819565217391304,5.6674857967988785,23,0,1.0,202.85,3.0
14420.0,32,3,1183.65,4,3,4,778,12.34920634920635,18.788095238095238,7.277199447399736,57,294,0.01020408163265306,394.55,13.649122807017545
14421.0,148,3,1084.06,2,3,4,859,13.85483870967742,17.48483870967742,8.904324376195524,55,179,0.01675977653631285,361.3533333333333,15.618181818181819
14422.0,10,13,5592.6900000000005,5,5,5,3080,9.565217391304348,17.368602484472053,6.690869975684795,191,347,0.037463976945244955,430.2069230769231,16.12565445026178
14423.0,73,1,161.81,2,1,1,107,10.7,16.181,2.870936548700906,10,0,1.0,161.81,10.7
14425.0,70,3,661.39,3,3,3,325,8.333333333333334,16.958717948717947,3.4292428038602427,35,302,0.009933774834437087,220.46333333333334,9.285714285714286
14426.0,39,7,5830.42,3,5,5,3901,10.776243093922652,16.106132596685082,6.788028035736771,305,242,0.028925619834710745,832.9171428571428,12.79016393442623
14427.0,130,2,545.48,2,3,3,303,12.12,21.819200000000002,9.435679590434033,25,137,0.014598540145985401,272.74,12.12
14429.0,39,1,471.28000000000003,3,1,3,274,13.047619047619047,22.441904761904762,8.312657588910792,21,0,1.0,471.28000000000003,13.047619047619047
14430.0,147,3,863.9000000000001,2,3,4,386,12.866666666666667,28.79666666666667,8.475338802436866,24,95,0.031578947368421054,287.9666666666667,16.083333333333332
14431.0,15,3,953.41,5,3,4,639,13.040816326530612,19.45734693877551,9.241796987849597,48,308,0.00974025974025974,317.80333333333334,13.3125
14433.0,101,1,289.6,2,1,2,134,1.7402597402597402,3.7610389610389614,3.020082163580629,72,0,1.0,289.6,1.8611111111111112
14435.0,137,1,90.42,2,1,1,282,94.0,30.14,7.410506055594314,3,0,1.0,90.42,94.0
14436.0,189,1,30.0,1,1,1,24,24.0,30.0,0.0,1,0,1.0,30.0,24.0
14437.0,1,5,718.84,5,4,4,366,9.15,17.971,7.871860562659169,32,217,0.02304147465437788,143.768,11.4375
14439.0,79,4,653.9,2,4,3,448,14.0,20.434375,8.392633074271437,30,244,0.01639344262295082,163.475,14.933333333333334
14440.0,1,6,1058.7,5,5,4,426,9.466666666666667,23.526666666666667,7.6255604861067585,35,372,0.016129032258064516,176.45000000000002,12.17142857142857
14441.0,10,6,1778.5,5,5,5,646,7.177777777777778,19.761111111111113,8.137243196651323,66,316,0.0189873417721519,296.4166666666667,9.787878787878787
14442.0,50,5,2414.9,3,4,5,835,8.106796116504855,23.445631067961166,8.446246140301307,84,276,0.018115942028985508,482.98,9.94047619047619
14443.0,4,2,874.47,5,3,4,570,9.661016949152541,14.821525423728813,3.996920285781818,56,10,0.2,437.235,10.178571428571429
14444.0,92,1,132.04,2,1,1,180,13.846153846153847,10.156923076923077,7.633203111642565,11,0,1.0,132.04,16.363636363636363
14445.0,91,1,221.65,2,1,2,83,2.59375,6.9265625,3.841223435292292,32,0,1.0,221.65,2.59375
14446.0,22,1,201.73,4,1,2,183,3.9782608695652173,4.385434782608695,5.0823099326199825,42,0,1.0,201.73,4.357142857142857
14447.0,36,1,548.5,4,1,3,342,9.5,15.23611111111111,5.359384974191286,36,0,1.0,548.5,9.5
14449.0,8,5,1487.2,5,4,4,991,3.4529616724738674,5.181881533101046,4.962598851060387,173,64,0.078125,297.44,5.728323699421965
14450.0,15,4,600.64,5,4,3,272,7.771428571428571,17.161142857142856,10.009351736494924,24,230,0.017391304347826087,150.16,11.333333333333334
14451.0,25,10,2646.18,4,5,5,1368,3.3123486682808716,6.407215496368038,5.611775954512329,194,302,0.033112582781456956,264.618,7.051546391752577
14452.0,31,2,401.15,4,3,3,170,2.4285714285714284,5.730714285714285,3.750278181538457,62,126,0.015873015873015872,200.575,2.7419354838709675
